time,id,pos,sugar,age,vision,metabolism,sex,culture,children,loans_given,loans_owed,has_reproduced,has_spread_culture,has_accepted_culture,total_inheritance_received,last_partner_id,last_credit_partner,chose_not_to_borrow,chose_not_to_lend,chose_not_to_spread_culture,schwartz_values
0,12,"(21, 9)",8.0,0,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.3f0, stimulation = -1.63f0, hedonism = 0.01f0, achievement = 1.42f0, power = -0.84f0, security = 0.31f0, conformity = 0.24f0, tradition = 0.13f0, benevolence = -0.12f0, universalism = 0.17f0)"
0,13,"(17, 26)",14.0,0,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.5f0, stimulation = -0.48f0, hedonism = -0.74f0, achievement = -0.52f0, power = -0.78f0, security = 0.48f0, conformity = 0.56f0, tradition = 0.45f0, benevolence = 0.81f0, universalism = 0.71f0)"
0,14,"(13, 40)",10.0,0,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.95f0, stimulation = -1.55f0, hedonism = 0.51f0, achievement = -1.08f0, power = -2.37f0, security = 1.51f0, conformity = 0.52f0, tradition = -0.43f0, benevolence = 1.63f0, universalism = 0.3f0)"
0,15,"(28, 20)",5.0,0,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.3f0, stimulation = -1.25f0, hedonism = 1.01f0, achievement = -0.6f0, power = -1.68f0, security = 1.08f0, conformity = -0.52f0, tradition = 0.25f0, benevolence = 0.64f0, universalism = 0.77f0)"
0,16,"(38, 38)",11.0,0,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.89f0, stimulation = -0.63f0, hedonism = 0.57f0, achievement = -0.27f0, power = -0.93f0, security = -0.2f0, conformity = 0.65f0, tradition = 1.2f0, benevolence = 0.28f0, universalism = 0.21f0)"
0,17,"(13, 44)",22.0,0,1,2,male,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.88f0, stimulation = -1.11f0, hedonism = -1.84f0, achievement = 0.25f0, power = 0.53f0, security = 0.97f0, conformity = -0.15f0, tradition = -1.13f0, benevolence = 0.36f0, universalism = 1.24f0)"
0,18,"(50, 21)",11.0,0,5,4,female,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.57f0, stimulation = -0.7f0, hedonism = 0.9f0, achievement = 0.05f0, power = -0.34f0, security = 0.77f0, conformity = -1.73f0, tradition = -1.11f0, benevolence = -0.13f0, universalism = 1.71f0)"
0,19,"(48, 27)",22.0,0,4,2,female,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.64f0, stimulation = -0.75f0, hedonism = -1.05f0, achievement = -1.11f0, power = -1.68f0, security = -0.49f0, conformity = 1.24f0, tradition = 0.17f0, benevolence = 1.78f0, universalism = 1.25f0)"
0,20,"(13, 9)",14.0,0,4,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.13f0, stimulation = 0.27f0, hedonism = -1.8f0, achievement = -0.25f0, power = 0.27f0, security = 0.64f0, conformity = 0.4f0, tradition = 0.73f0, benevolence = 0.16f0, universalism = -0.28f0)"
0,21,"(6, 20)",24.0,0,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.25f0, stimulation = 0.31f0, hedonism = 1.2f0, achievement = 0.04f0, power = 1.3f0, security = -0.02f0, conformity = -1.96f0, tradition = -2.13f0, benevolence = -0.52f0, universalism = 0.53f0)"
0,22,"(20, 18)",25.0,0,1,3,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.08f0, stimulation = 0.95f0, hedonism = -0.49f0, achievement = 0.49f0, power = -0.04f0, security = -0.26f0, conformity = 0.32f0, tradition = -1.4f0, benevolence = -1.17f0, universalism = 0.52f0)"
0,23,"(31, 2)",23.0,0,2,1,male,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.56f0, stimulation = 0.89f0, hedonism = 0.34f0, achievement = -1.69f0, power = -1.64f0, security = 0.11f0, conformity = -0.45f0, tradition = 0.16f0, benevolence = 0.7f0, universalism = 1.03f0)"
0,24,"(12, 50)",14.0,0,6,2,female,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.35f0, stimulation = -1.25f0, hedonism = -0.18f0, achievement = 1.17f0, power = 0.56f0, security = 0.94f0, conformity = -0.45f0, tradition = -1.55f0, benevolence = 0.55f0, universalism = -0.13f0)"
0,25,"(10, 9)",18.0,0,2,3,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.84f0, stimulation = -0.9f0, hedonism = 0.56f0, achievement = -1.23f0, power = -0.71f0, security = 1.72f0, conformity = -2.15f0, tradition = -0.13f0, benevolence = 0.77f0, universalism = 1.23f0)"
0,26,"(44, 18)",19.0,0,2,3,female,"Bool[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.63f0, stimulation = -0.61f0, hedonism = 0.33f0, achievement = 0.37f0, power = -0.5f0, security = -0.0f0, conformity = -1.14f0, tradition = 0.11f0, benevolence = 1.15f0, universalism = 0.93f0)"
0,27,"(37, 1)",25.0,0,1,3,male,"Bool[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.93f0, stimulation = -0.36f0, hedonism = -0.42f0, achievement = 0.76f0, power = -1.62f0, security = 0.24f0, conformity = 0.31f0, tradition = -0.9f0, benevolence = 0.56f0, universalism = 0.5f0)"
0,28,"(26, 19)",5.0,0,2,4,male,"Bool[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.06f0, stimulation = 0.33f0, hedonism = 1.48f0, achievement = -0.75f0, power = 0.2f0, security = -0.24f0, conformity = -0.3f0, tradition = -0.15f0, benevolence = 0.06f0, universalism = -0.56f0)"
0,29,"(43, 15)",14.0,0,5,4,male,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.07f0, stimulation = -1.45f0, hedonism = -1.3f0, achievement = -1.21f0, power = -1.42f0, security = 1.06f0, conformity = 1.29f0, tradition = 2.15f0, benevolence = 0.32f0, universalism = 0.64f0)"
0,30,"(17, 36)",19.0,0,2,3,female,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.67f0, stimulation = -1.19f0, hedonism = -0.78f0, achievement = -0.35f0, power = -0.23f0, security = 0.21f0, conformity = 0.57f0, tradition = -0.85f0, benevolence = 1.3f0, universalism = 1.99f0)"
0,31,"(19, 39)",20.0,0,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.26f0, stimulation = -2.06f0, hedonism = -0.99f0, achievement = -1.19f0, power = -1.26f0, security = 1.32f0, conformity = 1.92f0, tradition = 0.59f0, benevolence = 1.6f0, universalism = 0.32f0)"
0,32,"(25, 41)",16.0,0,2,4,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.83f0, stimulation = -1.3f0, hedonism = 0.69f0, achievement = -2.03f0, power = -1.4f0, security = -0.3f0, conformity = -0.36f0, tradition = 0.25f0, benevolence = 1.23f0, universalism = 1.4f0)"
0,33,"(26, 2)",7.0,0,2,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.03f0, stimulation = -3.21f0, hedonism = 1.44f0, achievement = -1.43f0, power = -2.28f0, security = -0.54f0, conformity = 1.4f0, tradition = 2.02f0, benevolence = 1.22f0, universalism = 1.4f0)"
0,34,"(5, 33)",24.0,0,1,4,male,"Bool[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.27f0, stimulation = -1.22f0, hedonism = 0.4f0, achievement = 1.02f0, power = -1.26f0, security = 0.14f0, conformity = -0.89f0, tradition = -0.15f0, benevolence = 0.48f0, universalism = 0.22f0)"
0,35,"(31, 50)",13.0,0,4,2,male,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.06f0, stimulation = -2.45f0, hedonism = 1.27f0, achievement = -0.19f0, power = -1.29f0, security = 1.48f0, conformity = -0.63f0, tradition = 0.01f0, benevolence = 1.49f0, universalism = 0.26f0)"
0,36,"(43, 42)",6.0,0,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.46f0, stimulation = -0.97f0, hedonism = -2.54f0, achievement = -0.35f0, power = -0.14f0, security = 0.86f0, conformity = 2.56f0, tradition = -0.31f0, benevolence = 0.85f0, universalism = 0.49f0)"
0,37,"(24, 8)",5.0,0,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.5f0, stimulation = -0.81f0, hedonism = 0.7f0, achievement = 0.41f0, power = 1.05f0, security = -0.42f0, conformity = -0.74f0, tradition = -1.32f0, benevolence = 0.01f0, universalism = -0.38f0)"
0,38,"(38, 17)",17.0,0,2,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.38f0, stimulation = -1.83f0, hedonism = -1.51f0, achievement = -0.48f0, power = -1.73f0, security = -0.04f0, conformity = 1.46f0, tradition = 1.25f0, benevolence = 1.45f0, universalism = 1.05f0)"
0,39,"(9, 24)",15.0,0,1,1,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.13f0, stimulation = -0.13f0, hedonism = -0.23f0, achievement = -0.53f0, power = 0.27f0, security = 0.35f0, conformity = -0.86f0, tradition = -0.46f0, benevolence = 0.45f0, universalism = 0.03f0)"
0,40,"(19, 35)",21.0,0,5,4,female,"Bool[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.61f0, stimulation = -1.96f0, hedonism = 0.89f0, achievement = 0.0f0, power = -1.55f0, security = 1.02f0, conformity = 0.63f0, tradition = -0.09f0, benevolence = 1.35f0, universalism = 0.31f0)"
0,41,"(2, 18)",6.0,0,1,3,female,"Bool[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.57f0, stimulation = -0.41f0, hedonism = 0.26f0, achievement = -1.22f0, power = -2.32f0, security = 0.66f0, conformity = 0.26f0, tradition = -0.13f0, benevolence = 0.9f0, universalism = 1.42f0)"
0,42,"(23, 13)",16.0,0,2,1,male,"Bool[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.46f0, stimulation = -0.32f0, hedonism = -1.04f0, achievement = -0.72f0, power = -0.16f0, security = 2.17f0, conformity = 0.03f0, tradition = -0.03f0, benevolence = -0.34f0, universalism = -0.06f0)"
0,43,"(48, 9)",10.0,0,3,4,male,"Bool[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.91f0, stimulation = -1.74f0, hedonism = 0.61f0, achievement = 0.17f0, power = -0.55f0, security = 0.4f0, conformity = -0.5f0, tradition = -0.33f0, benevolence = 0.34f0, universalism = 0.69f0)"
0,44,"(10, 1)",18.0,0,2,3,female,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.17f0, stimulation = -1.19f0, hedonism = 1.05f0, achievement = -1.02f0, power = 0.57f0, security = 0.53f0, conformity = -1.31f0, tradition = 0.44f0, benevolence = 0.43f0, universalism = 0.67f0)"
0,45,"(44, 32)",14.0,0,6,3,male,"Bool[0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.33f0, stimulation = -0.23f0, hedonism = -0.76f0, achievement = -0.9f0, power = -1.73f0, security = 0.61f0, conformity = 0.77f0, tradition = -0.27f0, benevolence = 1.04f0, universalism = 1.13f0)"
0,46,"(23, 40)",21.0,0,6,2,male,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.54f0, stimulation = 1.24f0, hedonism = 0.17f0, achievement = -1.0f0, power = -1.46f0, security = 2.15f0, conformity = -1.18f0, tradition = 0.2f0, benevolence = 0.25f0, universalism = 0.17f0)"
0,47,"(5, 12)",11.0,0,2,4,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.04f0, stimulation = -2.89f0, hedonism = -1.56f0, achievement = -1.44f0, power = -1.54f0, security = 1.48f0, conformity = 1.4f0, tradition = -1.02f0, benevolence = 1.98f0, universalism = 2.55f0)"
0,48,"(44, 33)",18.0,0,5,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.11f0, stimulation = -1.49f0, hedonism = -0.89f0, achievement = -0.67f0, power = -1.6f0, security = -0.13f0, conformity = 0.42f0, tradition = 1.32f0, benevolence = 1.28f0, universalism = 0.64f0)"
0,49,"(6, 24)",13.0,0,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.1f0, stimulation = -0.25f0, hedonism = -0.44f0, achievement = -1.35f0, power = -3.11f0, security = 1.15f0, conformity = 0.91f0, tradition = -0.36f0, benevolence = 1.58f0, universalism = 1.78f0)"
0,50,"(14, 21)",25.0,0,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.32f0, stimulation = -0.07f0, hedonism = 1.66f0, achievement = 0.23f0, power = -1.84f0, security = -0.45f0, conformity = -1.36f0, tradition = -0.5f0, benevolence = 0.77f0, universalism = 0.24f0)"
1,1,"(2, 21)",7.0,1,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.22f0, stimulation = -0.72f0, hedonism = -0.9f0, achievement = -1.77f0, power = -2.34f0, security = 0.49f0, conformity = 0.6f0, tradition = 1.25f0, benevolence = 1.17f0, universalism = 2.02f0)"
1,2,"(11, 46)",8.0,1,6,1,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.4f0, stimulation = -2.44f0, hedonism = -2.09f0, achievement = 0.54f0, power = -0.62f0, security = 2.14f0, conformity = 1.07f0, tradition = 1.73f0, benevolence = -0.19f0, universalism = 0.27f0)"
